order_id,product_id,quantity,sales,last_updated_at
2157,1497,6,62.4,12/13/2024
232,705,2,20.86,12/13/2024
232,1326,9,497.61,12/13/2024
232,631,2,5.34,12/13/2024
232,957,1,3.15,12/13/2024
875,1070,9,368.91,12/13/2024
875,569,5,14.7,12/13/2024
2084,1569,3,59.97,12/13/2024
2084,1368,1,83.36,12/13/2024
946,1117,2,6.58,12/13/2024
946,703,3,122.94,12/13/2024
4121,1274,4,219.84,12/13/2024
4121,1591,6,98.16,12/13/2024
4121,763,8,33.04,12/13/2024
4121,1743,3,86.97,12/13/2024
1518,1752,3,134.97,12/13/2024
1518,1707,2,699.98,12/13/2024
1518,1593,5,139.95,12/13/2024
29,1256,1,48.94,12/13/2024
246,77,8,2807.84,12/13/2024
246,489,4,46.64,12/13/2024
69,1323,2,60.42,12/13/2024
2336,611,3,107.94,12/13/2024
4896,1373,8,63.84,12/13/2024
4896,1704,3,347.97,12/13/2024
4896,798,6,37.01,12/13/2024
1713,247,5,215.65,12/13/2024
2030,910,4,11.17,12/13/2024
2030,1153,3,53.95,12/13/2024
2468,298,1,4.18,12/13/2024
3964,744,1,5.61,12/13/2024
3964,1449,7,4663.74,12/13/2024
3964,1551,2,79.98,12/13/2024
4560,1768,7,2575.94,12/13/2024
4560,1155,7,45.36,12/13/2024
4560,1504,7,254.24,12/13/2024
2725,1864,7,69.93,12/13/2024
2733,179,7,16.16,12/13/2024
2733,1066,3,54.82,12/13/2024
403,372,7,1441.3,12/13/2024
4975,199,5,77.6,12/13/2024
4975,145,2,4.66,12/13/2024
1216,347,3,170.14,12/13/2024
1647,956,2,7.38,12/13/2024
1647,628,2,9.26,12/13/2024
1131,972,2,9.96,12/13/2024
4263,409,2,75.6,12/13/2024
4263,231,2,29.32,12/13/2024
2782,464,6,92.06,12/13/2024
2782,908,4,6.98,12/13/2024
2782,131,3,62.96,12/13/2024
2782,1080,1,5.18,12/13/2024
2761,789,10,31.32,12/13/2024
2761,205,4,11.84,12/13/2024
2761,240,1,22.78,12/13/2024
1837,1790,3,1127.98,12/13/2024
4441,1018,6,38.88,12/13/2024
48,1801,2,779.8,12/13/2024
3729,1715,8,1439.92,12/13/2024
3729,344,1,262.11,12/13/2024
1213,69,3,207,12/13/2024
4054,1630,3,1439.98,12/13/2024
4054,1235,7,36.29,12/13/2024
504,570,5,21.4,12/13/2024
3262,431,7,1245.86,12/13/2024
220,950,3,17.54,12/13/2024
220,161,4,44.13,12/13/2024
220,398,1,62.92,12/13/2024
2516,7,1,120.98,12/13/2024
2516,832,1,315.98,12/13/2024
2534,842,3,28.75,12/13/2024
2534,626,5,114.95,12/13/2024
1767,509,8,23.04,12/13/2024
2420,634,3,15.48,12/13/2024
2420,1238,8,51.84,12/13/2024
3613,1481,3,39.82,12/13/2024
3633,1412,1,16.06,12/13/2024
3653,886,1,7.28,12/13/2024
3653,724,3,5.4,12/13/2024
1672,1157,3,19.44,12/13/2024
537,155,2,39.88,12/13/2024
537,168,3,79.44,12/13/2024
4826,1014,7,20.66,12/13/2024
2515,1272,5,32.4,12/13/2024
2887,424,1,13.76,12/13/2024
4810,899,2,15.28,12/13/2024
4490,1373,7,44.69,12/13/2024
4490,6,3,301.47,12/13/2024
2877,951,3,11.07,12/13/2024
2877,358,4,1504.52,12/13/2024
2877,1267,4,25.92,12/13/2024
3216,694,6,7.54,12/13/2024
3216,767,2,1.41,12/13/2024
3216,807,4,4.14,12/13/2024
3216,1377,3,52.75,12/13/2024
3607,402,7,381.36,12/13/2024
629,534,4,6.72,12/13/2024
3483,777,3,15.19,12/13/2024
3483,1187,9,58.32,12/13/2024
574,783,6,946.76,12/13/2024
2115,202,9,94.68,12/13/2024
2115,1304,3,23.67,12/13/2024
2115,1737,4,1091.17,12/13/2024
2115,631,7,18.69,12/13/2024
2115,331,3,568.73,12/13/2024
2115,701,1,7.31,12/13/2024
3566,265,2,147.57,12/13/2024
3018,1122,7,56.78,12/13/2024
3018,682,3,5.61,12/13/2024
3018,528,3,6.58,12/13/2024
170,747,6,14.3,12/13/2024
170,41,1,119.83,12/13/2024
170,578,2,5.56,12/13/2024
170,1173,5,32.4,12/13/2024
3407,593,3,9.84,12/13/2024
3407,597,1,2.78,12/13/2024
2131,745,1,3.64,12/13/2024
2131,1827,7,881.93,12/13/2024
1778,684,8,115.84,12/13/2024
3914,816,2,107.65,12/13/2024
2855,1495,5,199.95,12/13/2024
2855,1155,2,12.96,12/13/2024
788,66,1,60.89,12/13/2024
788,1016,3,14.94,12/13/2024
788,839,2,9.64,12/13/2024
788,221,3,332.94,12/13/2024
788,836,3,51.9,12/13/2024
788,1382,2,64.96,12/13/2024
4156,1459,3,25.5,12/13/2024
3037,102,3,215.98,12/13/2024
1117,57,3,389.97,12/13/2024
1117,420,5,269.91,12/13/2024
4852,650,3,11.67,12/13/2024
4852,889,7,64.85,12/13/2024
315,214,2,14.56,12/13/2024
1489,72,1,102.58,12/13/2024
1489,1198,3,20.04,12/13/2024
4731,779,7,32.09,12/13/2024
4731,695,6,4305.55,12/13/2024
1708,154,3,10.02,12/13/2024
1708,1753,4,631.96,12/13/2024
3747,783,3,1577.94,12/13/2024
4270,502,7,255.85,12/13/2024
1905,1309,6,184.7,12/13/2024
1905,1498,2,47.92,12/13/2024
3259,1016,4,15.94,12/13/2024
3259,715,7,8,12/13/2024
3259,106,2,398.97,12/13/2024
2755,25,2,163.88,12/13/2024
4949,379,5,67.9,12/13/2024
2646,1175,4,72.22,12/13/2024
2853,983,2,11.7,12/13/2024
712,71,3,392.94,12/13/2024
837,142,1,18.18,12/13/2024
3877,768,3,6.89,12/13/2024
3877,324,3,457.48,12/13/2024
4990,119,6,1079.32,12/13/2024
155,1140,1,48.91,12/13/2024
733,554,3,9.84,12/13/2024
733,846,3,34.5,12/13/2024
3294,806,1,0.56,12/13/2024
4798,641,6,43.8,12/13/2024
4026,1176,3,13.87,12/13/2024
4026,48,4,115.96,12/13/2024
4485,1571,2,41.42,12/13/2024
4485,1815,4,244.77,12/13/2024
4485,580,3,74.35,12/13/2024
4485,787,2,4.31,12/13/2024
4485,52,1,56.69,12/13/2024
4485,1754,2,97.97,12/13/2024
4485,586,3,7.87,12/13/2024
4485,1246,3,15.55,12/13/2024
4485,656,1,1.48,12/13/2024
1300,543,5,8.4,12/13/2024
354,603,2,6.56,12/13/2024
354,579,2,14.88,12/13/2024
354,1542,4,45.48,12/13/2024
354,476,6,25.44,12/13/2024
4513,697,8,146.69,12/13/2024
3782,949,2,4.93,12/13/2024
3782,491,4,63.49,12/13/2024
963,1394,7,418.32,12/13/2024
963,424,2,123.86,12/13/2024
2668,1691,3,118.78,12/13/2024
2668,1431,4,769.18,12/13/2024
3309,1526,1,47.9,12/13/2024
4766,1075,2,13.36,12/13/2024
4766,97,2,163.76,12/13/2024
4766,166,4,183.92,12/13/2024
4538,225,3,11.38,12/13/2024
4538,164,4,66.11,12/13/2024
3241,1229,8,211.04,12/13/2024
3241,118,2,594.82,12/13/2024
3241,676,3,72.96,12/13/2024
4862,290,4,80.96,12/13/2024
4862,1759,2,455.71,12/13/2024
4862,617,1,25.98,12/13/2024
1642,470,4,45.28,12/13/2024
4463,867,2,15.56,12/13/2024
1816,1751,3,859.2,12/13/2024
3366,433,4,195.68,12/13/2024
3366,917,4,14.2,12/13/2024
3016,13,3,314.35,12/13/2024
3016,1008,2,4.61,12/13/2024
3418,912,5,17.9,12/13/2024
651,769,1,2.99,12/13/2024
651,795,6,20.06,12/13/2024
651,1215,3,146.73,12/13/2024
651,985,5,18.75,12/13/2024
651,1727,3,117.58,12/13/2024
2004,678,7,51.18,12/13/2024
3003,327,5,455.97,12/13/2024
3003,699,5,5.72,12/13/2024
3003,1706,1,57.59,12/13/2024
3003,320,2,30.14,12/13/2024
3003,119,5,899.43,12/13/2024
1936,150,8,842.72,12/13/2024
1936,204,2,41.96,12/13/2024
2620,848,4,13.22,12/13/2024
2620,107,3,184.75,12/13/2024
3779,118,2,520.46,12/13/2024
3779,1158,3,11.42,12/13/2024
929,1135,3,19.44,12/13/2024
929,499,2,3.64,12/13/2024
929,1129,2,18.54,12/13/2024
2769,787,5,43.12,12/13/2024
2769,328,3,313.72,12/13/2024
2769,166,1,45.98,12/13/2024
2769,1417,7,428.68,12/13/2024
3040,826,6,30.58,12/13/2024
3040,944,7,13.02,12/13/2024
3040,222,3,22.14,12/13/2024
3040,1360,4,359.32,12/13/2024
4352,1138,2,11.56,12/13/2024
109,797,2,68.48,12/13/2024
109,1400,6,1676.88,12/13/2024
2550,1261,2,37.94,12/13/2024
3073,55,3,272.97,12/13/2024
953,229,4,41.57,12/13/2024
953,64,3,317.06,12/13/2024
953,933,5,8.04,12/13/2024
2868,1816,7,419.94,12/13/2024
2471,1446,6,61.38,12/13/2024
1139,1557,2,50,12/13/2024
2998,1563,3,31.8,12/13/2024
3905,1332,2,32.56,12/13/2024
1976,866,2,7.07,12/13/2024
638,1101,3,45.53,12/13/2024
638,130,1,64.78,12/13/2024
638,1299,2,424.27,12/13/2024
638,534,1,1.34,12/13/2024
638,1425,5,83.92,12/13/2024
2812,1224,4,25.92,12/13/2024
4064,320,8,120.58,12/13/2024
4849,1028,4,79.92,12/13/2024
4849,1149,1,12.28,12/13/2024
4849,395,3,542.94,12/13/2024
4849,864,1,2.04,12/13/2024
1631,1406,5,228.92,12/13/2024
4049,1858,1,7.99,12/13/2024
1202,55,8,582.34,12/13/2024
317,1818,5,629.95,12/13/2024
317,70,2,631.78,12/13/2024
317,19,2,801.57,12/13/2024
317,984,6,75.18,12/13/2024
317,455,1,30.98,12/13/2024
317,1806,9,1349.91,12/13/2024
1752,581,6,14.11,12/13/2024
1673,867,4,31.12,12/13/2024
701,195,2,4.27,12/13/2024
1779,328,2,209.15,12/13/2024
1779,1299,6,1591.02,12/13/2024
3629,941,5,7.92,12/13/2024
623,1672,2,574.91,12/13/2024
623,1093,2,8.45,12/13/2024
4056,1549,9,1071,12/13/2024
4056,314,1,12.07,12/13/2024
4773,639,1,3.27,12/13/2024
4773,186,5,87.92,12/13/2024
1833,1338,1,104.7,12/13/2024
1646,81,5,2803.92,12/13/2024
2199,804,2,6.82,12/13/2024
1161,1840,2,249.58,12/13/2024
1161,1091,3,17.94,12/13/2024
1161,228,3,10.11,12/13/2024
572,1090,2,10.37,12/13/2024
572,1046,3,11.95,12/13/2024
3863,471,2,15.22,12/13/2024
3863,416,6,21.98,12/13/2024
545,1703,6,604.75,12/13/2024
545,1460,5,40.7,12/13/2024
545,1852,3,302.38,12/13/2024
545,1528,3,45,12/13/2024
208,81,6,3785.29,12/13/2024
2645,556,5,35.4,12/13/2024
779,254,5,199.9,12/13/2024
614,50,8,1212.96,12/13/2024
1659,1843,5,1099.96,12/13/2024
1659,374,1,103.48,12/13/2024
962,1014,2,5.9,12/13/2024
1050,1529,2,30.08,12/13/2024
1050,1143,7,36.29,12/13/2024
1050,479,3,10.27,12/13/2024
1050,1496,4,252.8,12/13/2024
1595,792,2,2.95,12/13/2024
2978,1057,2,12.96,12/13/2024
3330,1721,4,285.58,12/13/2024
4317,1432,2,22.24,12/13/2024
6,1108,2,14.62,12/13/2024
754,450,5,48.36,12/13/2024
4114,572,2,16.26,12/13/2024
4114,1709,2,219.18,12/13/2024
857,1812,4,95.84,12/13/2024
1679,1010,3,12.39,12/13/2024
2612,1165,6,35.88,12/13/2024
3541,267,5,477.3,12/13/2024
4651,977,4,12.32,12/13/2024
486,670,2,8.61,12/13/2024
3719,1426,9,136.26,12/13/2024
1182,430,3,186.15,12/13/2024
1182,804,6,81.79,12/13/2024
1182,1464,3,47.19,12/13/2024
1182,1821,2,36.78,12/13/2024
2339,1670,1,91.47,12/13/2024
3837,1537,3,27.19,12/13/2024
3837,815,5,12.06,12/13/2024
463,547,3,144.6,12/13/2024
463,1787,1,15.99,12/13/2024
27,1227,3,34.44,12/13/2024
11,1867,6,321.55,12/13/2024
4772,77,2,701.96,12/13/2024
665,589,4,19.46,12/13/2024
118,1008,6,17.28,12/13/2024
2118,157,2,31.96,12/13/2024
2870,749,6,164.69,12/13/2024
2870,357,2,166.5,12/13/2024
2870,1139,2,12.96,12/13/2024
2870,1254,2,110.96,12/13/2024
2870,1732,2,99.98,12/13/2024
2870,748,1,11.42,12/13/2024
2870,134,2,128.12,12/13/2024
2870,297,5,101.4,12/13/2024
817,956,2,5.9,12/13/2024
817,1088,7,173.49,12/13/2024
817,236,2,51.56,12/13/2024
817,824,3,3.56,12/13/2024
319,916,5,13.16,12/13/2024
319,691,3,3.83,12/13/2024
319,835,5,304.99,12/13/2024
3812,1313,2,18.16,12/13/2024
1573,1515,2,319.98,12/13/2024
270,632,6,19.68,12/13/2024
2720,36,10,781.86,12/13/2024
2720,1244,9,30.82,12/13/2024
3415,340,3,673.34,12/13/2024
4841,921,3,6.54,12/13/2024
1553,1751,2,572.8,12/13/2024
4514,490,7,197.05,12/13/2024
3044,832,8,2022.27,12/13/2024
3044,498,3,9.12,12/13/2024
4068,667,9,38.16,12/13/2024
1772,323,7,1592.85,12/13/2024
1772,824,2,11.88,12/13/2024
4575,1592,6,120,12/13/2024
4575,422,1,8.67,12/13/2024
3164,1184,1,4.41,12/13/2024
3164,1063,3,167.94,12/13/2024
3164,1233,10,67.8,12/13/2024
2460,212,3,26.94,12/13/2024
4473,189,3,32.04,12/13/2024
1718,492,9,32.13,12/13/2024
1718,576,1,2.88,12/13/2024
1914,1840,7,1091.93,12/13/2024
1914,1149,2,111.96,12/13/2024
585,566,2,26.7,12/13/2024
585,815,5,40.2,12/13/2024
585,628,3,13.89,12/13/2024
585,1331,6,689.82,12/13/2024
1774,555,9,38.34,12/13/2024
377,737,3,9.26,12/13/2024
3647,14,1,204.67,12/13/2024
2095,1555,5,1649.75,12/13/2024
3,1031,6,91.06,12/13/2024
639,592,14,54.21,12/13/2024
1111,1717,3,26.98,12/13/2024
1111,990,3,6.91,12/13/2024
1111,1391,3,435.5,12/13/2024
4742,392,4,81.08,12/13/2024
1717,1414,2,93.02,12/13/2024
798,1797,3,323.98,12/13/2024
798,1040,3,15.55,12/13/2024
798,1307,3,32.59,12/13/2024
3936,698,5,83.92,12/13/2024
3936,254,5,199.9,12/13/2024
3936,1692,3,31.18,12/13/2024
3936,700,6,172.75,12/13/2024
3936,727,2,9.3,12/13/2024
2840,1373,2,12.77,12/13/2024
3045,1209,2,52.76,12/13/2024
2864,1308,2,55.62,12/13/2024
1960,58,14,427.64,12/13/2024
1960,906,7,40.67,12/13/2024
1960,1315,2,33.48,12/13/2024
1960,761,2,9.73,12/13/2024
3295,222,3,8.86,12/13/2024
2453,23,2,477.67,12/13/2024
5007,1185,5,16.9,12/13/2024
5007,1028,2,39.96,12/13/2024
1276,127,7,191.97,12/13/2024
1264,1011,3,35.52,12/13/2024
1264,682,5,6.23,12/13/2024
1264,1218,2,56.7,12/13/2024
1264,38,3,369.2,12/13/2024
766,1567,2,1.98,12/13/2024
766,1054,2,75.88,12/13/2024
2196,1279,2,6.85,12/13/2024
2196,798,2,4.63,12/13/2024
2196,409,3,453.6,12/13/2024
1597,836,3,13.85,12/13/2024
1430,1353,6,577.58,12/13/2024
1634,1473,4,151.96,12/13/2024
2098,148,7,68.43,12/13/2024
958,275,5,71.12,12/13/2024
958,934,2,3.01,12/13/2024
1557,1231,7,184.66,12/13/2024
40,303,2,5.31,12/13/2024
2154,1577,5,132.52,12/13/2024
2154,1379,5,195.64,12/13/2024
2154,201,2,51.97,12/13/2024
2154,1545,3,431.98,12/13/2024
2154,1671,3,224.94,12/13/2024
2154,947,2,6,12/13/2024
1599,1137,2,11.76,12/13/2024
375,100,7,1125.49,12/13/2024
375,707,5,12.65,12/13/2024
375,612,2,4.03,12/13/2024
2900,1771,4,79.96,12/13/2024
983,769,6,6.73,12/13/2024
983,1336,2,33.57,12/13/2024
983,883,2,15.84,12/13/2024
983,994,1,24.42,12/13/2024
983,587,5,17.12,12/13/2024
1440,202,3,31.56,12/13/2024
1375,64,1,105.69,12/13/2024
1375,1686,2,399.54,12/13/2024
1375,131,5,104.93,12/13/2024
3867,1855,3,1079.85,12/13/2024
3867,1343,1,70.98,12/13/2024
3867,544,5,29.95,12/13/2024
3867,104,5,589.41,12/13/2024
1812,933,6,9.65,12/13/2024
3111,19,1,400.78,12/13/2024
3457,1305,4,53.72,12/13/2024
2649,1171,1,31.01,12/13/2024
1827,743,5,61.12,12/13/2024
4857,1345,4,195.14,12/13/2024
3030,484,4,121.54,12/13/2024
236,1205,3,17.47,12/13/2024
236,725,9,104.58,12/13/2024
4520,269,5,24.7,12/13/2024
4520,276,5,302.72,12/13/2024
3002,1190,2,8.56,12/13/2024
3002,1240,2,11.56,12/13/2024
2902,411,3,25.86,12/13/2024
2902,821,2,276.78,12/13/2024
2902,1695,3,110.35,12/13/2024
1453,260,3,60.84,12/13/2024
1024,426,1,35.21,12/13/2024
2975,1241,8,41.47,12/13/2024
1975,1103,5,239.5,12/13/2024
372,1461,5,34.2,12/13/2024
2162,360,3,376.87,12/13/2024
1315,446,4,197.72,12/13/2024
4829,1532,4,70.72,12/13/2024
4829,1372,3,194.35,12/13/2024
3131,1017,6,21.6,12/13/2024
3131,951,3,11.07,12/13/2024
2179,215,4,282.84,12/13/2024
2179,977,9,27.72,12/13/2024
3686,914,4,11.68,12/13/2024
1855,1725,2,239.98,12/13/2024
355,440,1,22.98,12/13/2024
355,1547,7,102.13,12/13/2024
355,780,2,2033.58,12/13/2024
2324,550,2,5.76,12/13/2024
4006,1617,3,899.98,12/13/2024
4006,611,3,86.35,12/13/2024
4006,1534,5,139.96,12/13/2024
196,415,6,16.7,12/13/2024
196,1536,2,3.15,12/13/2024
196,1030,4,32.9,12/13/2024
3552,384,2,21.39,12/13/2024
3552,351,3,307.31,12/13/2024
3552,6,3,410,12/13/2024
2885,1138,2,9.25,12/13/2024
477,726,3,14.67,12/13/2024
227,1198,7,37.41,12/13/2024
227,779,2,3.44,12/13/2024
2779,747,3,7.15,12/13/2024
2779,1812,6,179.7,12/13/2024
3894,472,8,90.64,12/13/2024
604,1485,3,177,12/13/2024
604,1313,7,79.45,12/13/2024
604,61,9,1628.82,12/13/2024
299,263,2,137.54,12/13/2024
299,354,4,730.2,12/13/2024
4844,1138,2,11.56,12/13/2024
1021,321,13,4297.64,12/13/2024
67,485,5,20.65,12/13/2024
67,1329,5,204.9,12/13/2024
67,97,6,436.7,12/13/2024
67,126,2,481.57,12/13/2024
4761,1522,7,89.54,12/13/2024
4761,1377,2,35.17,12/13/2024
4761,669,2,72.59,12/13/2024
597,1326,4,221.16,12/13/2024
597,1763,3,281.97,12/13/2024
1807,19,8,3406.66,12/13/2024
1807,618,9,37.17,12/13/2024
1807,380,2,64.96,12/13/2024
1807,243,6,595.38,12/13/2024
4039,1516,2,95.98,12/13/2024
4039,829,2,4.94,12/13/2024
659,201,3,97.44,12/13/2024
659,775,1,3.98,12/13/2024
659,605,4,13.04,12/13/2024
659,136,4,579.53,12/13/2024
10,974,5,18.75,12/13/2024
220,1174,2,78.3,12/13/2024
2596,65,1,140.81,12/13/2024
1268,962,4,40.1,12/13/2024
1268,209,2,40.78,12/13/2024
4788,1554,3,90.57,12/13/2024
4966,1133,6,40.08,12/13/2024
4966,320,2,37.68,12/13/2024
3379,93,3,362.35,12/13/2024
3379,811,2,7.18,12/13/2024
1593,1308,1,34.76,12/13/2024
1593,1530,5,831.2,12/13/2024
1593,1058,5,26.4,12/13/2024
1593,852,7,106.75,12/13/2024
1593,1210,2,97.82,12/13/2024
1593,1398,5,141.4,12/13/2024
191,592,3,14.52,12/13/2024
4964,1310,5,127.92,12/13/2024
4964,731,4,34.24,12/13/2024
1082,424,2,137.62,12/13/2024
1082,1869,1,100.49,12/13/2024
4827,15,2,257.57,12/13/2024
4827,1863,4,119.96,12/13/2024
601,1342,4,49.63,12/13/2024
4509,373,5,727.45,12/13/2024
4509,193,3,24.96,12/13/2024
4800,1798,3,370.78,12/13/2024
3178,302,5,196.45,12/13/2024
1149,1219,6,31.1,12/13/2024
1149,1379,2,78.26,12/13/2024
2446,1018,1,6.48,12/13/2024
217,546,5,99.2,12/13/2024
217,68,2,801.57,12/13/2024
217,368,1,272.85,12/13/2024
3655,376,1,70.98,12/13/2024
570,1122,2,16.22,12/13/2024
4541,29,1,176.78,12/13/2024
3049,1718,3,470.38,12/13/2024
3180,98,4,393.57,12/13/2024
3180,1785,3,302.38,12/13/2024
4996,689,9,68.74,12/13/2024
917,876,3,29.34,12/13/2024
917,66,7,383.61,12/13/2024
917,1320,4,563.4,12/13/2024
1992,1099,7,217.06,12/13/2024
3891,997,2,6,12/13/2024
2441,202,3,31.56,12/13/2024
488,930,2,7.1,12/13/2024
488,830,8,398.35,12/13/2024
518,471,4,121.79,12/13/2024
518,323,3,409.59,12/13/2024
674,1092,2,10.56,12/13/2024
674,595,1,3.38,12/13/2024
3715,876,1,7.82,12/13/2024
1701,1036,1,24.78,12/13/2024
4763,521,3,34.65,12/13/2024
913,835,2,487.98,12/13/2024
3635,695,2,1793.98,12/13/2024
804,868,2,29.81,12/13/2024
804,825,4,505.18,12/13/2024
804,337,3,174.06,12/13/2024
2329,1310,6,191.88,12/13/2024
2490,1868,2,14.78,12/13/2024
4138,1247,1,5.18,12/13/2024
4138,51,2,478.48,12/13/2024
4138,1559,2,28.4,12/13/2024
3887,1384,8,909.12,12/13/2024
4657,713,2,2.95,12/13/2024
4657,642,6,27.02,12/13/2024
1570,294,4,136.92,12/13/2024
2934,174,2,18.96,12/13/2024
1791,1577,3,99.39,12/13/2024
3228,1140,7,273.9,12/13/2024
3228,1674,3,597.13,12/13/2024
47,1574,5,149.95,12/13/2024
3302,990,2,4.61,12/13/2024
3302,552,3,15.53,12/13/2024
3302,969,3,11.95,12/13/2024
882,526,5,11.65,12/13/2024
1110,1750,2,299.9,12/13/2024
4781,766,5,895.92,12/13/2024
4781,119,2,462.56,12/13/2024
1126,1380,2,15.01,12/13/2024
2577,1846,9,863.64,12/13/2024
2577,491,3,47.62,12/13/2024
3345,1206,3,92.94,12/13/2024
2869,1517,2,199.98,12/13/2024
4621,1723,3,177.48,12/13/2024
3229,1254,2,88.77,12/13/2024
4727,1151,1,6.48,12/13/2024
4727,1414,1,46.51,12/13/2024
4727,1843,3,659.98,12/13/2024
2501,1780,1,271.99,12/13/2024
4024,4,3,145.74,12/13/2024
4024,194,5,15.4,12/13/2024
2832,1210,5,244.55,12/13/2024
2832,1499,8,166.16,12/13/2024
1350,220,3,14.73,12/13/2024
1884,729,2,19.97,12/13/2024
1884,1350,7,33.49,12/13/2024
1884,706,4,8.74,12/13/2024
1884,123,3,662.88,12/13/2024
3683,1011,4,47.36,12/13/2024
3683,1420,2,27.44,12/13/2024
3683,724,9,3.24,12/13/2024
1825,1494,4,95.97,12/13/2024
1825,1080,2,10.37,12/13/2024
3956,495,2,23.1,12/13/2024
3956,179,2,11.54,12/13/2024
3956,339,1,254.53,12/13/2024
3956,388,1,12.98,12/13/2024
3956,848,8,26.43,12/13/2024
3956,1831,3,197.97,12/13/2024
3956,971,6,18.9,12/13/2024
3956,106,5,1282.41,12/13/2024
3956,624,3,4.92,12/13/2024
3956,1549,2,238,12/13/2024
3956,1467,3,167.97,12/13/2024
3956,1244,4,17.12,12/13/2024
3028,786,3,16.2,12/13/2024
3028,472,3,33.99,12/13/2024
3028,1553,5,296.85,12/13/2024
3028,1529,6,112.8,12/13/2024
3028,762,3,13.71,12/13/2024
3028,1182,5,24.9,12/13/2024
3028,1295,3,286.29,12/13/2024
3028,450,2,24.18,12/13/2024
4113,1763,3,281.97,12/13/2024
4113,1432,5,69.5,12/13/2024
4113,1089,3,166.44,12/13/2024
3144,1597,4,291.96,12/13/2024
3601,631,3,6.41,12/13/2024
3601,1597,7,408.74,12/13/2024
582,691,4,5.1,12/13/2024
582,935,2,2.9,12/13/2024
582,1547,3,35.02,12/13/2024
138,1352,3,275.97,12/13/2024
138,1774,5,1394.95,12/13/2024
138,112,6,545.88,12/13/2024
924,478,2,5.25,12/13/2024
1893,121,4,933.54,12/13/2024
1893,1337,4,42.98,12/13/2024
1049,814,2,3.76,12/13/2024
271,1829,4,479.96,12/13/2024
743,384,6,320.88,12/13/2024
743,206,3,23.88,12/13/2024
743,1064,4,26.76,12/13/2024
2437,1613,4,1439.98,12/13/2024
1156,738,3,17.22,12/13/2024
1156,351,7,1024.38,12/13/2024
1156,853,3,26.22,12/13/2024
1156,1161,3,17.34,12/13/2024
3036,848,4,4.96,12/13/2024
3482,1000,6,71.04,12/13/2024
3482,551,2,5.34,12/13/2024
3482,943,3,11.3,12/13/2024
4924,432,5,294.62,12/13/2024
4924,289,4,8.75,12/13/2024
395,985,4,15,12/13/2024
395,1825,1,161.61,12/13/2024
395,1743,5,144.95,12/13/2024
4116,1513,5,199.95,12/13/2024
4116,513,7,41.86,12/13/2024
4074,1310,3,95.94,12/13/2024
4074,66,5,304.45,12/13/2024
4912,840,3,11.36,12/13/2024
148,476,7,29.68,12/13/2024
148,1471,7,47.53,12/13/2024
4107,27,2,183.37,12/13/2024
209,517,3,4.22,12/13/2024
209,419,2,333.06,12/13/2024
209,1160,4,24.9,12/13/2024
1540,1510,2,159.98,12/13/2024
1540,1330,3,46.34,12/13/2024
2408,77,1,350.98,12/13/2024
2408,1059,2,13.08,12/13/2024
2408,1407,4,900.08,12/13/2024
982,644,2,17.57,12/13/2024
982,950,2,14.62,12/13/2024
982,1435,4,33.36,12/13/2024
982,1191,6,40.14,12/13/2024
2771,1348,9,1606.23,12/13/2024
2771,1174,3,17.04,12/13/2024
2771,843,3,49.53,12/13/2024
2771,129,4,872.32,12/13/2024
4780,758,5,239.12,12/13/2024
997,44,2,141.96,12/13/2024
1911,735,2,33.02,12/13/2024
1911,722,4,67.14,12/13/2024
1034,657,3,14.73,12/13/2024
1034,1336,5,104.9,12/13/2024
1034,790,4,61.04,12/13/2024
1034,1097,3,10.95,12/13/2024
2149,1167,2,9.39,12/13/2024
2149,489,1,9.33,12/13/2024
4050,763,2,8.26,12/13/2024
4050,102,3,269.97,12/13/2024
1044,1196,3,29.04,12/13/2024
1044,987,2,14.62,12/13/2024
1094,1120,3,11.95,12/13/2024
1094,837,7,4.54,12/13/2024
1094,790,2,9.16,12/13/2024
1094,320,5,75.36,12/13/2024
865,842,6,57.5,12/13/2024
4968,533,7,38.86,12/13/2024
364,1119,3,15.55,12/13/2024
2197,467,2,162.64,12/13/2024
2197,1748,3,597,12/13/2024
2197,1254,1,55.48,12/13/2024
1358,313,7,289.8,12/13/2024
1358,806,3,2.5,12/13/2024
1358,786,4,6.48,12/13/2024
1358,114,8,341.49,12/13/2024
1358,597,5,11.12,12/13/2024
1358,250,6,25.34,12/13/2024
2265,179,3,17.31,12/13/2024
3203,1495,5,199.95,12/13/2024
3203,90,7,1586.69,12/13/2024
3203,1484,1,84.99,12/13/2024
3203,372,2,411.8,12/13/2024
88,931,3,11.34,12/13/2024
88,1412,5,80.3,12/13/2024
88,746,2,15.97,12/13/2024
88,1053,13,64.74,12/13/2024
88,815,3,19.3,12/13/2024
88,1363,4,405.64,12/13/2024
88,114,3,146.35,12/13/2024
88,1593,9,251.91,12/13/2024
88,519,3,12.39,12/13/2024
1242,1548,4,199.96,12/13/2024
1242,363,3,710.83,12/13/2024
2422,653,1,1.94,12/13/2024
4778,116,5,283.92,12/13/2024
2158,762,2,7.31,12/13/2024
3258,1565,3,59.97,12/13/2024
3258,1779,7,761.54,12/13/2024
387,199,3,58.2,12/13/2024
3611,1255,5,39.9,12/13/2024
3611,388,7,90.86,12/13/2024
3611,1261,5,94.85,12/13/2024
1057,1101,7,106.23,12/13/2024
1057,1766,2,111.98,12/13/2024
