order_id,order_number,order_date,customer_id,discount,last_updated_at
1013,CA-2019-115847,9/19/2019,746,0,12/13/2024
1014,CA-2019-115924,9/14/2019,78,0,12/13/2024
1015,CA-2019-115938,6/26/2019,664,0,12/13/2024
1016,CA-2019-115945,6/25/2019,9,0.07,12/13/2024
1017,CA-2019-116092,2/15/2019,396,0.08,12/13/2024
1018,CA-2019-116260,7/6/2019,79,0,12/13/2024
1019,CA-2019-116484,11/20/2019,376,0.2,12/13/2024
1020,CA-2019-116512,4/9/2019,494,0,12/13/2024
1021,CA-2019-116638,1/28/2019,372,0.4,12/13/2024
1022,CA-2019-116687,5/2/2019,558,0.2,12/13/2024
1023,CA-2019-116750,7/5/2019,79,0.45,12/13/2024
1024,CA-2019-116841,4/14/2019,757,0.2,12/13/2024
1025,CA-2019-116876,2/14/2019,770,0.1,12/13/2024
1026,CA-2019-117086,11/8/2019,616,0,12/13/2024
1027,CA-2019-117415,12/27/2019,705,0.26,12/13/2024
1028,CA-2019-117611,11/8/2019,551,0,12/13/2024
1029,CA-2019-117772,9/10/2019,489,0,12/13/2024
1030,CA-2019-117800,9/21/2019,753,0,12/13/2024
1031,CA-2019-117828,12/23/2019,69,0,12/13/2024
1032,CA-2019-117884,3/22/2019,201,0.2,12/13/2024
1033,CA-2019-117898,12/5/2019,735,0.2,12/13/2024
1034,CA-2019-117961,11/26/2019,309,0,12/13/2024
1035,CA-2019-118227,4/24/2019,194,0,12/13/2024
1036,CA-2019-118423,3/24/2019,235,0.3,12/13/2024
1037,CA-2019-118444,11/5/2019,777,0.2,12/13/2024
1038,CA-2019-118738,10/24/2019,23,0.23,12/13/2024
1039,CA-2019-118843,9/13/2019,371,0,12/13/2024
1040,CA-2019-118871,12/4/2019,329,0.07,12/13/2024
1041,CA-2019-118948,5/28/2019,567,0,12/13/2024
1042,CA-2019-118955,6/16/2019,475,0.23,12/13/2024
1043,CA-2019-119102,5/23/2019,433,0,12/13/2024
1044,CA-2019-119214,1/23/2019,186,0,12/13/2024
1045,CA-2019-119291,5/14/2019,399,0.34,12/13/2024
1046,CA-2019-119480,1/9/2019,138,0,12/13/2024
1047,CA-2019-119508,12/4/2019,775,0,12/13/2024
1048,CA-2019-119550,12/26/2019,627,0.3,12/13/2024
1049,CA-2019-119592,12/14/2019,528,0,12/13/2024
1050,CA-2019-119627,8/17/2019,679,0.2,12/13/2024
1051,CA-2019-119634,8/11/2019,118,0.2,12/13/2024
1052,CA-2019-119690,6/25/2019,545,0.45,12/13/2024
1053,CA-2019-119697,12/28/2019,270,0.2,12/13/2024
1054,CA-2019-119879,11/21/2019,715,0.4,12/13/2024
1055,CA-2019-119907,12/1/2019,456,0.2,12/13/2024
1056,CA-2019-119942,4/5/2019,770,0.2,12/13/2024
1057,CA-2019-120103,12/24/2019,537,0.2,12/13/2024
1058,CA-2019-120320,3/5/2019,546,0.2,12/13/2024
1059,CA-2019-120341,9/26/2019,686,0.55,12/13/2024
1060,CA-2019-120362,9/14/2019,123,0,12/13/2024
1061,CA-2019-120397,7/2/2019,623,0.8,12/13/2024
1062,CA-2019-120439,6/14/2019,16,0.2,12/13/2024
1063,CA-2019-120446,11/16/2019,368,0,12/13/2024
1064,CA-2019-120516,8/13/2019,150,0,12/13/2024
1065,CA-2019-120551,4/13/2019,717,0,12/13/2024
1066,CA-2019-120621,3/21/2019,413,0.37,12/13/2024
1067,CA-2019-120677,5/31/2019,68,0,12/13/2024
1068,CA-2019-120782,4/28/2019,683,0.05,12/13/2024
1069,CA-2019-120810,7/23/2019,753,0,12/13/2024
1070,CA-2019-120845,9/25/2019,520,0.57,12/13/2024
1071,CA-2019-120880,5/29/2019,389,0.07,12/13/2024
1072,CA-2019-120901,12/31/2019,86,0.2,12/13/2024
1073,CA-2019-120915,9/28/2019,374,0,12/13/2024
1074,CA-2019-121041,11/3/2019,177,0.2,12/13/2024
1075,CA-2019-121097,1/3/2019,687,0.2,12/13/2024
1076,CA-2019-121132,7/17/2019,776,0.2,12/13/2024
1077,CA-2019-121188,8/28/2019,126,0.09,12/13/2024
1078,CA-2019-121272,3/29/2019,229,0,12/13/2024
1079,CA-2019-121391,10/4/2019,1,0,12/13/2024
1080,CA-2019-121405,3/30/2019,282,0.2,12/13/2024
1081,CA-2019-121552,3/22/2019,292,0,12/13/2024
1082,CA-2019-121608,9/3/2019,341,0,12/13/2024
1083,CA-2019-121650,12/10/2019,425,0,12/13/2024
1084,CA-2019-121699,8/10/2019,68,0,12/13/2024
1085,CA-2019-121720,6/11/2019,355,0.33,12/13/2024
1086,CA-2019-121776,2/16/2019,632,0,12/13/2024
1087,CA-2019-121783,11/10/2019,605,0,12/13/2024
1088,CA-2019-121797,1/30/2019,130,0.1,12/13/2024
1089,CA-2019-121965,6/19/2019,464,0,12/13/2024
1090,CA-2019-122168,8/21/2019,323,0,12/13/2024
1091,CA-2019-122210,11/30/2019,788,0.43,12/13/2024
1092,CA-2019-122259,10/31/2019,331,0,12/13/2024
1093,CA-2019-122266,4/26/2019,664,0.33,12/13/2024
1094,CA-2019-122287,6/18/2019,704,0.45,12/13/2024
1095,CA-2019-122371,9/26/2019,110,0,12/13/2024
1096,CA-2019-122406,8/2/2019,78,0,12/13/2024
1097,CA-2019-122623,9/7/2019,130,0.3,12/13/2024
1098,CA-2019-122756,12/3/2019,216,0.45,12/13/2024
1099,CA-2019-122826,6/23/2019,631,0.2,12/13/2024
1100,CA-2019-122973,7/18/2019,596,0.07,12/13/2024
1101,CA-2019-123092,12/3/2019,365,0.32,12/13/2024
1102,CA-2019-123113,11/23/2019,60,0,12/13/2024
1103,CA-2019-123141,11/14/2019,315,0.2,12/13/2024
1104,CA-2019-123155,3/9/2019,577,0.2,12/13/2024
1105,CA-2019-123232,12/14/2019,210,0.2,12/13/2024
1106,CA-2019-123330,6/21/2019,276,0.2,12/13/2024
1107,CA-2019-123456,7/9/2019,441,0.8,12/13/2024
1108,CA-2019-123505,11/22/2019,49,0,12/13/2024
1109,CA-2019-123568,11/8/2019,670,0.05,12/13/2024
1110,CA-2019-123673,10/30/2019,145,0,12/13/2024
1111,CA-2019-123939,8/24/2019,539,0.27,12/13/2024
1112,CA-2019-124044,7/23/2019,541,0.2,12/13/2024
1113,CA-2019-124058,11/20/2019,452,0.2,12/13/2024
1114,CA-2019-124107,10/9/2019,93,0.03,12/13/2024
1115,CA-2019-124268,7/4/2019,16,0,12/13/2024
1116,CA-2019-124450,4/27/2019,312,0,12/13/2024
1117,CA-2019-124499,10/9/2019,289,0.05,12/13/2024
1118,CA-2019-124541,4/6/2019,771,0.44,12/13/2024
1119,CA-2019-124653,12/24/2019,192,0,12/13/2024
1120,CA-2019-124800,9/26/2019,661,0.34,12/13/2024
1121,CA-2019-124891,7/31/2019,643,0.13,12/13/2024
1122,CA-2019-124919,5/31/2019,709,0,12/13/2024
1123,CA-2019-124933,12/26/2019,204,0,12/13/2024
1124,CA-2019-124975,6/22/2019,506,0.5,12/13/2024
1125,CA-2019-125066,12/14/2019,425,0,12/13/2024
1126,CA-2019-125178,10/3/2019,552,0.2,12/13/2024
1127,CA-2019-125185,3/5/2019,31,0.25,12/13/2024
1128,CA-2019-125234,11/27/2019,705,0,12/13/2024
1129,CA-2019-125395,6/26/2019,448,0,12/13/2024
1130,CA-2019-125416,11/2/2019,421,0,12/13/2024
1131,CA-2019-125423,12/13/2019,489,0,12/13/2024
1132,CA-2019-125563,4/11/2019,608,0.2,12/13/2024
1133,CA-2019-125696,10/2/2019,573,0.7,12/13/2024
1134,CA-2019-125710,10/8/2019,116,0.2,12/13/2024
1135,CA-2019-125934,9/11/2019,704,0,12/13/2024
1136,CA-2019-125976,9/27/2019,376,0,12/13/2024
1137,CA-2019-126137,10/3/2019,109,0.15,12/13/2024
1138,CA-2019-126186,9/11/2019,295,0.2,12/13/2024
1139,CA-2019-126347,12/14/2019,39,0,12/13/2024
1140,CA-2019-126445,8/27/2019,620,0,12/13/2024
1141,CA-2019-126466,11/9/2019,399,0,12/13/2024
1142,CA-2019-126557,7/12/2019,648,0.36,12/13/2024
1143,CA-2019-126669,11/7/2019,230,0.2,12/13/2024
1144,CA-2019-126697,9/21/2019,723,0.33,12/13/2024
1145,CA-2019-126725,11/17/2019,108,0.06,12/13/2024
1146,CA-2019-126739,11/1/2019,373,0.1,12/13/2024
1147,CA-2019-126970,9/20/2019,757,0.8,12/13/2024
1148,CA-2019-127019,12/21/2019,277,0.2,12/13/2024
1149,CA-2019-127110,6/25/2019,145,0.2,12/13/2024
1150,CA-2019-127173,9/26/2019,306,0.07,12/13/2024
1151,CA-2019-127327,2/3/2019,614,0.1,12/13/2024
1152,CA-2019-127418,6/13/2019,374,0.2,12/13/2024
1153,CA-2019-127453,12/19/2019,378,0.2,12/13/2024
1154,CA-2019-127481,12/12/2019,350,0,12/13/2024
1155,CA-2019-127502,12/10/2019,543,0,12/13/2024
1156,CA-2019-127509,11/9/2019,53,0,12/13/2024
1157,CA-2019-127544,8/8/2019,632,0,12/13/2024
1158,CA-2019-127593,9/21/2019,207,0,12/13/2024
1159,CA-2019-127607,3/20/2019,381,0.5,12/13/2024
1160,CA-2019-127754,7/26/2019,151,0.2,12/13/2024
1161,CA-2019-127824,10/18/2019,347,0.07,12/13/2024
1162,CA-2019-128013,8/9/2019,502,0,12/13/2024
1163,CA-2019-128027,9/14/2019,161,0,12/13/2024
1164,CA-2019-128083,3/12/2019,248,0.2,12/13/2024
1165,CA-2019-128125,3/31/2019,247,0.4,12/13/2024
1166,CA-2019-128139,7/3/2019,74,0,12/13/2024
1167,CA-2019-128167,6/22/2019,435,0,12/13/2024
1168,CA-2019-128356,10/2/2019,654,0.2,12/13/2024
1169,CA-2019-128608,1/12/2019,181,0.32,12/13/2024
1170,CA-2019-128860,6/29/2019,679,0.2,12/13/2024
1171,CA-2019-128958,1/24/2019,171,0.2,12/13/2024
1172,CA-2019-128993,9/12/2019,137,0,12/13/2024
1173,CA-2019-129042,12/12/2019,270,0,12/13/2024
1174,CA-2019-129098,10/9/2019,214,0,12/13/2024
1175,CA-2019-129112,11/29/2019,61,0.5,12/13/2024
1176,CA-2019-129217,5/10/2019,235,0.5,12/13/2024
1177,CA-2019-129322,8/8/2019,196,0,12/13/2024
1178,CA-2019-129392,7/8/2019,225,0.2,12/13/2024
1179,CA-2019-129476,10/15/2019,582,0.2,12/13/2024
1180,CA-2019-129525,11/15/2019,784,0.7,12/13/2024
1181,CA-2019-129532,12/8/2019,791,0,12/13/2024
1182,CA-2019-129546,9/28/2019,655,0.1,12/13/2024
1183,CA-2019-129700,5/4/2019,448,0.6,12/13/2024
1184,CA-2019-129770,2/21/2019,356,0,12/13/2024
1185,CA-2019-129854,8/22/2019,627,0,12/13/2024
1186,CA-2019-129896,6/15/2019,589,0.2,12/13/2024
1187,CA-2019-129917,10/2/2019,330,0.2,12/13/2024
1188,CA-2019-130022,8/10/2019,383,0,12/13/2024
1189,CA-2019-130113,12/27/2019,28,0.1,12/13/2024
1190,CA-2019-130183,11/13/2019,603,0.32,12/13/2024
1191,CA-2019-130204,9/3/2019,192,0,12/13/2024
1192,CA-2019-130218,3/23/2019,689,0,12/13/2024
1193,CA-2019-130253,12/14/2019,607,0,12/13/2024
1194,CA-2019-130365,4/25/2019,792,0.25,12/13/2024
1195,CA-2019-130456,8/21/2019,239,0.07,12/13/2024
1196,CA-2019-130554,4/7/2019,288,0.2,12/13/2024
1197,CA-2019-130610,7/5/2019,783,0,12/13/2024
1198,CA-2019-130659,12/4/2019,537,0.03,12/13/2024
1199,CA-2019-130736,12/7/2019,363,0,12/13/2024
1200,CA-2019-130785,9/5/2019,27,0.17,12/13/2024
1201,CA-2019-130792,4/28/2019,619,0.6,12/13/2024
1202,CA-2019-130848,10/25/2019,205,0.2,12/13/2024
1203,CA-2019-130855,12/29/2019,642,0,12/13/2024
1204,CA-2019-130876,5/12/2019,64,0,12/13/2024
1205,CA-2019-130883,9/26/2019,739,0.2,12/13/2024
1206,CA-2019-130890,11/2/2019,398,0.2,12/13/2024
1207,CA-2019-130974,11/27/2019,483,0.04,12/13/2024
1208,CA-2019-130995,11/1/2019,616,0,12/13/2024
1209,CA-2019-131072,11/5/2019,435,0.2,12/13/2024
1210,CA-2019-131128,10/19/2019,739,0,12/13/2024
1211,CA-2019-131338,8/9/2019,571,0.06,12/13/2024
1212,CA-2019-131352,10/8/2019,301,0.6,12/13/2024
1213,CA-2019-131422,11/5/2019,295,0.2,12/13/2024
1214,CA-2019-131457,10/31/2019,552,0,12/13/2024
1215,CA-2019-131534,3/28/2019,9,0,12/13/2024
1216,CA-2019-131597,9/14/2019,708,0.2,12/13/2024
1217,CA-2019-131758,5/28/2019,416,0,12/13/2024
1218,CA-2019-131779,6/12/2019,459,0,12/13/2024
1219,CA-2019-131856,5/12/2019,366,0.33,12/13/2024
1220,CA-2019-131884,12/6/2019,217,0.3,12/13/2024
1221,CA-2019-132080,8/22/2019,232,0.2,12/13/2024
1222,CA-2019-132101,3/19/2019,399,0.2,12/13/2024
1223,CA-2019-132136,3/8/2019,290,0.8,12/13/2024
1224,CA-2019-132276,2/23/2019,454,0.1,12/13/2024
1225,CA-2019-132318,10/30/2019,771,0,12/13/2024
1226,CA-2019-132374,2/22/2019,611,0,12/13/2024
1227,CA-2019-132388,10/10/2019,440,0.1,12/13/2024
1228,CA-2019-132465,9/11/2019,227,0,12/13/2024
1229,CA-2019-132486,10/23/2019,361,0.1,12/13/2024
1230,CA-2019-132507,7/30/2019,136,0.2,12/13/2024
1231,CA-2019-132570,10/31/2019,445,0,12/13/2024
1232,CA-2019-132626,7/9/2019,116,0,12/13/2024
1233,CA-2019-132633,2/3/2019,432,0.2,12/13/2024
1234,CA-2019-132815,9/19/2019,661,0,12/13/2024
1235,CA-2019-132906,9/10/2019,130,0,12/13/2024
1236,CA-2019-132941,5/25/2019,528,0.2,12/13/2024
1237,CA-2019-132948,3/27/2019,545,0,12/13/2024
1238,CA-2019-133025,9/17/2019,531,0,12/13/2024
1239,CA-2019-133242,6/18/2019,431,0,12/13/2024
1240,CA-2019-133396,8/13/2019,303,0.2,12/13/2024
1241,CA-2019-133445,10/5/2019,363,0.45,12/13/2024
1242,CA-2019-133452,4/13/2019,792,0.1,12/13/2024
1243,CA-2019-133494,3/1/2019,654,0.2,12/13/2024
1244,CA-2019-133536,3/28/2019,370,0,12/13/2024
1245,CA-2019-133585,3/1/2019,164,0.26,12/13/2024
1246,CA-2019-133627,5/31/2019,669,0,12/13/2024
1247,CA-2019-133837,4/13/2019,750,0.2,12/13/2024
1248,CA-2019-133977,9/6/2019,59,0.7,12/13/2024
1249,CA-2019-134075,12/12/2019,317,0,12/13/2024
1250,CA-2019-134082,12/11/2019,380,0.2,12/13/2024
1251,CA-2019-134117,12/17/2019,593,0.1,12/13/2024
1252,CA-2019-134201,4/10/2019,262,0,12/13/2024
1253,CA-2019-134257,3/16/2019,539,0,12/13/2024
1254,CA-2019-134719,10/10/2019,349,0.2,12/13/2024
1255,CA-2019-134747,10/12/2019,219,0,12/13/2024
1256,CA-2019-134782,12/27/2019,496,0,12/13/2024
1257,CA-2019-134859,10/4/2019,383,0.2,12/13/2024
1258,CA-2019-134894,12/7/2019,213,0,12/13/2024
1259,CA-2019-134922,11/7/2019,415,0.2,12/13/2024
1260,CA-2019-134943,12/5/2019,720,0,12/13/2024
1261,CA-2019-134992,9/22/2019,506,0,12/13/2024
1262,CA-2019-135020,5/28/2019,540,0.05,12/13/2024
1263,CA-2019-135174,4/30/2019,103,0.4,12/13/2024
1264,CA-2019-135251,8/6/2019,653,0.38,12/13/2024
1265,CA-2019-135272,12/7/2019,541,0,12/13/2024
1266,CA-2019-135314,7/9/2019,489,0.4,12/13/2024
1267,CA-2019-135363,3/28/2019,148,0.2,12/13/2024
1268,CA-2019-135391,2/9/2019,280,0.4,12/13/2024
1269,CA-2019-135489,9/19/2019,314,0,12/13/2024
1270,CA-2019-135510,9/5/2019,774,0,12/13/2024
1271,CA-2019-135538,12/24/2019,333,0.2,12/13/2024
1272,CA-2019-135545,11/24/2019,439,0.05,12/13/2024
1273,CA-2019-135580,12/30/2019,153,0.08,12/13/2024
1274,CA-2019-135622,12/8/2019,773,0.2,12/13/2024
1275,CA-2019-135685,11/16/2019,535,0,12/13/2024
1276,CA-2019-135727,5/11/2019,610,0.2,12/13/2024
1277,CA-2019-135853,12/11/2019,125,0,12/13/2024
1278,CA-2019-136105,6/12/2019,730,0,12/13/2024
1279,CA-2019-136147,11/13/2019,289,0.45,12/13/2024
1280,CA-2019-136196,11/28/2019,758,0,12/13/2024
1281,CA-2019-136224,5/31/2019,524,0.2,12/13/2024
1282,CA-2019-136378,4/2/2019,172,0.8,12/13/2024
1283,CA-2019-136420,11/20/2019,177,0.1,12/13/2024
1284,CA-2019-136469,7/11/2019,765,0.1,12/13/2024
1285,CA-2019-136658,9/10/2019,98,0,12/13/2024
1286,CA-2019-136700,12/6/2019,192,0,12/13/2024
1287,CA-2019-136728,9/13/2019,27,0.25,12/13/2024
1288,CA-2019-136735,7/26/2019,318,0,12/13/2024
1289,CA-2019-136798,5/8/2019,219,0,12/13/2024
1290,CA-2019-136805,5/23/2019,569,0.05,12/13/2024
1291,CA-2019-137064,2/6/2019,769,0.4,12/13/2024
1292,CA-2019-137071,12/20/2019,256,0.2,12/13/2024
1293,CA-2019-137106,3/31/2019,672,0.2,12/13/2024
1294,CA-2019-137113,12/1/2019,774,0.04,12/13/2024
1295,CA-2019-137225,12/15/2019,380,0,12/13/2024
1296,CA-2019-137281,6/13/2019,79,0,12/13/2024
1297,CA-2019-137302,4/26/2019,119,0.15,12/13/2024
1298,CA-2019-137512,5/7/2019,25,0.25,12/13/2024
1299,CA-2019-137526,1/13/2019,585,0.07,12/13/2024
1300,CA-2019-137603,9/19/2019,510,0,12/13/2024
1301,CA-2019-137708,11/22/2019,565,0,12/13/2024
1302,CA-2019-137750,6/25/2019,364,0,12/13/2024
1303,CA-2019-137897,11/14/2019,595,0,12/13/2024
1304,CA-2019-137925,11/30/2019,386,0.1,12/13/2024
1305,CA-2019-137946,9/1/2019,198,0.2,12/13/2024
1306,CA-2019-137974,4/16/2019,465,0,12/13/2024
1307,CA-2019-138002,9/6/2019,111,0.1,12/13/2024
1308,CA-2019-138009,11/29/2019,687,0.03,12/13/2024
1309,CA-2019-138219,3/23/2019,100,0,12/13/2024
1310,CA-2019-138331,8/7/2019,379,0.2,12/13/2024
1311,CA-2019-138457,9/13/2019,42,0.7,12/13/2024
1312,CA-2019-138485,2/27/2019,572,0,12/13/2024
1313,CA-2019-138492,5/15/2019,282,0.2,12/13/2024
1314,CA-2019-138534,7/17/2019,392,0.15,12/13/2024
1315,CA-2019-138625,11/2/2019,257,0,12/13/2024
1316,CA-2019-138674,11/14/2019,418,0.2,12/13/2024
1317,CA-2019-138898,5/25/2019,373,0.2,12/13/2024
1318,CA-2019-138954,11/15/2019,514,0.07,12/13/2024
1319,CA-2019-139094,11/22/2019,531,0.3,12/13/2024
1320,CA-2019-139164,6/23/2019,178,0.13,12/13/2024
1321,CA-2019-139248,7/25/2019,637,0.2,12/13/2024
1322,CA-2019-139290,10/26/2019,549,0,12/13/2024
1323,CA-2019-139374,9/10/2019,46,0.3,12/13/2024
1324,CA-2019-139584,8/24/2019,268,0.2,12/13/2024
1325,CA-2019-139731,10/15/2019,357,0.25,12/13/2024
1326,CA-2019-139738,9/25/2019,212,0.2,12/13/2024
1327,CA-2019-139780,12/31/2019,35,0,12/13/2024
1328,CA-2019-139850,6/12/2019,296,0.2,12/13/2024
1329,CA-2019-139962,12/13/2019,234,0,12/13/2024
1330,CA-2019-140025,4/7/2019,589,0.5,12/13/2024
1331,CA-2019-140144,6/20/2019,680,0.1,12/13/2024
1332,CA-2019-140221,3/5/2019,537,0.6,12/13/2024
1333,CA-2019-140375,10/2/2019,689,0,12/13/2024
1334,CA-2019-140410,11/3/2019,163,0.07,12/13/2024
1335,CA-2019-140557,9/7/2019,756,0,12/13/2024
1336,CA-2019-140718,7/2/2019,280,0.33,12/13/2024
1337,CA-2019-140830,11/30/2019,610,0,12/13/2024
1338,CA-2019-140921,2/3/2019,2,0,12/13/2024
1339,CA-2019-140984,9/14/2019,138,0.13,12/13/2024
1340,CA-2019-141012,6/9/2019,749,0.1,12/13/2024
1341,CA-2019-141040,10/9/2019,735,0,12/13/2024
1342,CA-2019-141145,9/17/2019,196,0.2,12/13/2024
1343,CA-2019-141243,1/3/2019,33,0.24,12/13/2024
1344,CA-2019-141250,1/19/2019,600,0.3,12/13/2024
1345,CA-2019-141327,11/30/2019,470,0.37,12/13/2024
1346,CA-2019-141565,9/20/2019,86,0.45,12/13/2024
1347,CA-2019-141593,12/14/2019,190,0.15,12/13/2024
1348,CA-2019-141740,11/1/2019,363,0.1,12/13/2024
1349,CA-2019-141754,12/20/2019,274,0.2,12/13/2024
1350,CA-2019-141768,5/25/2019,573,0,12/13/2024
1351,CA-2019-141810,11/2/2019,65,0.5,12/13/2024
1352,CA-2019-141936,8/7/2019,602,0.2,12/13/2024
1353,CA-2019-142027,4/9/2019,378,0.2,12/13/2024
1354,CA-2019-142041,6/7/2019,268,0.2,12/13/2024
1355,CA-2019-142055,5/8/2019,10,0,12/13/2024
1356,CA-2019-142139,8/31/2019,683,0.2,12/13/2024
1357,CA-2019-142202,9/18/2019,405,0.2,12/13/2024
1358,CA-2019-142237,7/11/2019,150,0.38,12/13/2024
1359,CA-2019-142377,12/4/2019,542,0,12/13/2024
1360,CA-2019-142419,7/11/2019,674,0.1,12/13/2024
1361,CA-2019-142433,4/20/2019,278,0.2,12/13/2024
1362,CA-2019-142454,8/15/2019,639,0,12/13/2024
1363,CA-2019-142475,12/3/2019,106,0.2,12/13/2024
1364,CA-2019-142601,4/18/2019,203,0,12/13/2024
1365,CA-2019-142692,10/23/2019,23,0.2,12/13/2024
1366,CA-2019-142734,4/16/2019,226,0.1,12/13/2024
1367,CA-2019-142755,9/4/2019,178,0,12/13/2024
1368,CA-2019-142930,11/28/2019,254,0.2,12/13/2024
1369,CA-2019-142937,12/5/2019,685,0.2,12/13/2024
1370,CA-2019-142944,3/6/2019,389,0.1,12/13/2024
1371,CA-2019-142993,10/12/2019,414,0,12/13/2024
1372,CA-2019-143077,9/17/2019,687,0.7,12/13/2024
1373,CA-2019-143105,12/10/2019,483,0.05,12/13/2024
1374,CA-2019-143119,9/24/2019,487,0,12/13/2024
1375,CA-2019-143147,5/26/2019,609,0.33,12/13/2024
1376,CA-2019-143238,9/6/2019,467,0,12/13/2024
1377,CA-2019-143364,7/14/2019,748,0.33,12/13/2024
1378,CA-2019-143490,12/6/2019,571,0.1,12/13/2024
1379,CA-2019-143532,3/19/2019,200,0.2,12/13/2024
1380,CA-2019-143602,4/25/2019,406,0.2,12/13/2024
1381,CA-2019-143616,9/27/2019,714,0,12/13/2024
1382,CA-2019-143700,7/26/2019,56,0.2,12/13/2024
1383,CA-2019-143882,6/26/2019,195,0.2,12/13/2024
1384,CA-2019-143980,12/25/2019,380,0,12/13/2024
1385,CA-2019-144043,5/10/2019,9,0.2,12/13/2024
1386,CA-2019-144099,11/29/2019,606,0.2,12/13/2024
1387,CA-2019-144190,6/9/2019,556,0,12/13/2024
1388,CA-2019-144253,5/4/2019,55,0,12/13/2024
1389,CA-2019-144267,8/21/2019,579,0.05,12/13/2024
1390,CA-2019-144274,11/23/2019,615,0,12/13/2024
1391,CA-2019-144288,12/25/2019,485,0.2,12/13/2024
1392,CA-2019-144302,6/19/2019,498,0.8,12/13/2024
1393,CA-2019-144386,11/5/2019,311,0.2,12/13/2024
1394,CA-2019-144519,11/13/2019,62,0.1,12/13/2024
1395,CA-2019-144652,11/20/2019,704,0,12/13/2024
1396,CA-2019-144722,3/16/2019,502,0,12/13/2024
1397,CA-2019-144806,12/6/2019,300,0.2,12/13/2024
1398,CA-2019-144890,12/25/2019,701,0,12/13/2024
1399,CA-2019-145065,12/12/2019,217,0.1,12/13/2024
1400,CA-2019-145184,11/27/2019,353,0,12/13/2024
1401,CA-2019-145324,11/15/2019,207,0,12/13/2024
1402,CA-2019-145352,3/16/2019,161,0,12/13/2024
1403,CA-2019-145394,11/16/2019,491,0.33,12/13/2024
1404,CA-2019-145401,1/30/2019,401,0.2,12/13/2024
1405,CA-2019-145415,4/12/2019,633,0,12/13/2024
1406,CA-2019-145457,3/24/2019,166,0,12/13/2024
1407,CA-2019-145485,11/5/2019,396,0,12/13/2024
1408,CA-2019-145758,10/30/2019,81,0,12/13/2024
1409,CA-2019-145814,11/19/2019,424,0.1,12/13/2024
1410,CA-2019-145821,5/1/2019,341,0.2,12/13/2024
1411,CA-2019-145828,10/5/2019,485,0.2,12/13/2024
1412,CA-2019-145835,5/13/2019,83,0.2,12/13/2024
1413,CA-2019-145849,9/15/2019,183,0,12/13/2024
1414,CA-2019-146038,2/9/2019,696,0.2,12/13/2024
1415,CA-2019-146087,7/6/2019,607,0,12/13/2024
1416,CA-2019-146255,3/7/2019,273,0,12/13/2024
1417,CA-2019-146262,1/2/2019,787,0.4,12/13/2024
1418,CA-2019-146290,5/4/2019,723,0,12/13/2024
1419,CA-2019-146465,11/20/2019,583,0.2,12/13/2024
1420,CA-2019-146486,11/9/2019,241,0,12/13/2024
1421,CA-2019-146563,8/24/2019,126,0.38,12/13/2024
1422,CA-2019-146675,4/16/2019,666,0.2,12/13/2024
1423,CA-2019-146696,12/14/2019,631,0.2,12/13/2024
1424,CA-2019-146829,3/10/2019,764,0.8,12/13/2024
1425,CA-2019-146948,7/16/2019,507,0,12/13/2024
1426,CA-2019-147011,6/18/2019,333,0.2,12/13/2024
1427,CA-2019-147102,9/19/2019,566,0,12/13/2024
1428,CA-2019-147501,8/2/2019,165,0.2,12/13/2024
1429,CA-2019-147529,2/7/2019,211,0,12/13/2024
1430,CA-2019-147690,11/10/2019,668,0.2,12/13/2024
1431,CA-2019-147788,5/31/2019,754,0,12/13/2024
1432,CA-2019-147816,9/24/2019,156,0.2,12/13/2024
1433,CA-2019-147830,12/15/2019,561,0.37,12/13/2024
1434,CA-2019-147851,12/3/2019,533,0.2,12/13/2024
1435,CA-2019-147879,5/7/2019,131,0,12/13/2024
1436,CA-2019-148180,7/26/2019,100,0.13,12/13/2024
1437,CA-2019-148250,12/13/2019,653,0,12/13/2024
1438,CA-2019-148376,12/27/2019,27,0,12/13/2024
1439,CA-2019-148432,11/7/2019,495,0,12/13/2024
1440,CA-2019-148495,8/13/2019,685,0,12/13/2024
1441,CA-2019-148628,12/6/2019,437,0,12/13/2024
1442,CA-2019-148635,7/25/2019,515,0.05,12/13/2024
1443,CA-2019-148705,3/12/2019,254,0.2,12/13/2024
1444,CA-2019-148712,4/17/2019,392,0.07,12/13/2024
1445,CA-2019-148859,12/28/2019,285,0.2,12/13/2024
1446,CA-2019-148873,10/1/2019,270,0.5,12/13/2024
1447,CA-2019-148964,5/26/2019,636,0,12/13/2024
1448,CA-2019-149083,9/25/2019,692,0.07,12/13/2024
1449,CA-2019-149097,10/20/2019,722,0.1,12/13/2024
1450,CA-2019-149300,11/22/2019,89,0.5,12/13/2024
1451,CA-2019-149342,4/20/2019,762,0,12/13/2024
1452,CA-2019-149384,7/10/2019,259,0.7,12/13/2024
1453,CA-2019-149517,9/19/2019,281,0,12/13/2024
1454,CA-2019-149566,12/5/2019,295,0,12/13/2024
1455,CA-2019-149587,1/31/2019,416,0,12/13/2024
1456,CA-2019-149601,5/28/2019,741,0,12/13/2024
1457,CA-2019-149636,1/6/2019,708,0.45,12/13/2024
1458,CA-2019-149650,10/24/2019,633,0.2,12/13/2024
1459,CA-2019-149678,4/13/2019,61,0,12/13/2024
1460,CA-2019-149713,9/18/2019,749,0,12/13/2024
