order_id,product_id,ship_date,ship_mode,last_updated_at
1188,985,2019-08-16,Standard Class,2024-12-13
1188,976,2019-08-16,Standard Class,2024-12-13
1188,536,2019-08-16,Standard Class,2024-12-13
4565,1306,2020-09-14,Second Class,2024-12-13
4565,1064,2020-09-14,Second Class,2024-12-13
2995,243,2021-07-15,Standard Class,2024-12-13
2995,1001,2021-07-15,Standard Class,2024-12-13
2995,684,2021-07-15,Standard Class,2024-12-13
2995,1557,2021-07-15,Standard Class,2024-12-13
1561,1803,2019-12-24,Standard Class,2024-12-13
1561,1525,2019-12-24,Standard Class,2024-12-13
1643,428,2019-11-22,Standard Class,2024-12-13
1374,69,2019-09-30,Standard Class,2024-12-13
2828,301,2021-06-25,Second Class,2024-12-13
2828,697,2021-06-25,Second Class,2024-12-13
1800,1364,2020-05-08,Same Day,2024-12-13
1800,1201,2020-05-08,Same Day,2024-12-13
1800,1272,2020-05-08,Same Day,2024-12-13
1800,1317,2020-05-08,Same Day,2024-12-13
1800,1504,2020-05-08,Same Day,2024-12-13
793,1090,2018-12-02,Standard Class,2024-12-13
793,1334,2018-12-02,Standard Class,2024-12-13
793,1689,2018-12-02,Standard Class,2024-12-13
2585,1187,2020-06-01,Standard Class,2024-12-13
2585,839,2020-06-01,Standard Class,2024-12-13
2585,1282,2020-06-01,Standard Class,2024-12-13
2585,161,2020-06-01,Standard Class,2024-12-13
4273,936,2018-12-04,Standard Class,2024-12-13
961,1303,2019-03-20,First Class,2024-12-13
961,1615,2019-03-20,First Class,2024-12-13
961,1268,2019-03-20,First Class,2024-12-13
873,1532,2019-11-03,First Class,2024-12-13
873,918,2019-11-03,First Class,2024-12-13
1059,816,2019-09-29,Second Class,2024-12-13
1059,1815,2019-09-29,Second Class,2024-12-13
441,1274,2018-08-29,Same Day,2024-12-13
441,1202,2018-08-29,Same Day,2024-12-13
4873,1398,2021-11-21,First Class,2024-12-13
4873,1577,2021-11-21,First Class,2024-12-13
4873,911,2021-11-21,First Class,2024-12-13
4873,685,2021-11-21,First Class,2024-12-13
4873,1310,2021-11-21,First Class,2024-12-13
334,138,2018-05-15,First Class,2024-12-13
4036,1867,2021-01-26,Standard Class,2024-12-13
3354,822,2021-11-06,Standard Class,2024-12-13
3354,728,2021-11-06,Standard Class,2024-12-13
3692,1783,2021-05-06,Standard Class,2024-12-13
3692,737,2021-05-06,Standard Class,2024-12-13
2140,1341,2020-11-26,Second Class,2024-12-13
2140,1525,2020-11-26,Second Class,2024-12-13
2140,926,2020-11-26,Second Class,2024-12-13
2140,1553,2020-11-26,Second Class,2024-12-13
2140,1029,2020-11-26,Second Class,2024-12-13
2140,582,2020-11-26,Second Class,2024-12-13
4472,339,2019-01-15,Standard Class,2024-12-13
3986,1767,2021-10-26,Standard Class,2024-12-13
1813,1491,2020-03-25,First Class,2024-12-13
3041,1794,2021-07-07,Standard Class,2024-12-13
1473,1001,2019-12-12,First Class,2024-12-13
1372,262,2019-09-21,Standard Class,2024-12-13
1372,644,2019-09-21,Standard Class,2024-12-13
2051,1312,2020-05-24,Standard Class,2024-12-13
2051,1252,2020-05-24,Standard Class,2024-12-13
272,1372,2018-09-13,Standard Class,2024-12-13
272,1823,2018-09-13,Standard Class,2024-12-13
272,168,2018-09-13,Standard Class,2024-12-13
272,1686,2018-09-13,Standard Class,2024-12-13
4511,1031,2020-10-01,Second Class,2024-12-13
2442,233,2020-11-12,Standard Class,2024-12-13
3796,430,2021-04-27,First Class,2024-12-13
3796,753,2021-04-27,First Class,2024-12-13
3796,740,2021-04-27,First Class,2024-12-13
3680,1076,2021-12-12,First Class,2024-12-13
3680,299,2021-12-12,First Class,2024-12-13
521,331,2018-08-20,Standard Class,2024-12-13
3403,1064,2021-12-15,Standard Class,2024-12-13
3403,813,2021-12-15,Standard Class,2024-12-13
4669,289,2020-03-19,Standard Class,2024-12-13
4687,1560,2020-06-29,Second Class,2024-12-13
1547,1522,2019-09-28,Second Class,2024-12-13
1547,773,2019-09-28,Second Class,2024-12-13
1547,1794,2019-09-28,Second Class,2024-12-13
1438,384,2019-12-31,Standard Class,2024-12-13
1438,981,2019-12-31,Standard Class,2024-12-13
440,364,2018-06-07,Second Class,2024-12-13
996,656,2019-07-15,Second Class,2024-12-13
996,59,2019-07-15,Second Class,2024-12-13
996,1046,2019-07-15,Second Class,2024-12-13
483,923,2018-02-06,Standard Class,2024-12-13
1795,787,2020-03-08,Same Day,2024-12-13
811,782,2019-11-26,Standard Class,2024-12-13
3284,987,2021-11-05,Standard Class,2024-12-13
3284,1819,2021-11-05,Standard Class,2024-12-13
3284,1223,2021-11-05,Standard Class,2024-12-13
3284,102,2021-11-05,Standard Class,2024-12-13
3284,588,2021-11-05,Standard Class,2024-12-13
3284,436,2021-11-05,Standard Class,2024-12-13
1404,1270,2019-02-04,Standard Class,2024-12-13
4840,370,2021-09-13,Second Class,2024-12-13
2890,38,2021-10-13,Standard Class,2024-12-13
2549,773,2020-05-04,Standard Class,2024-12-13
2795,412,2020-05-24,Standard Class,2024-12-13
2795,1413,2020-05-24,Standard Class,2024-12-13
2795,212,2020-05-24,Standard Class,2024-12-13
2795,138,2020-05-24,Standard Class,2024-12-13
2795,754,2020-05-24,Standard Class,2024-12-13
4401,1720,2019-12-25,Standard Class,2024-12-13
4401,1483,2019-12-25,Standard Class,2024-12-13
4401,39,2019-12-25,Standard Class,2024-12-13
1153,395,2019-12-20,First Class,2024-12-13
1153,441,2019-12-20,First Class,2024-12-13
1153,457,2019-12-20,First Class,2024-12-13
4986,329,2021-05-04,Second Class,2024-12-13
1804,1557,2020-02-07,Same Day,2024-12-13
1804,961,2020-02-07,Same Day,2024-12-13
306,1106,2018-10-03,Standard Class,2024-12-13
306,1133,2018-10-03,Standard Class,2024-12-13
4595,1320,2020-07-14,Standard Class,2024-12-13
4595,547,2020-07-14,Standard Class,2024-12-13
2837,418,2021-08-01,Second Class,2024-12-13
2837,1817,2021-08-01,Second Class,2024-12-13
2837,565,2021-08-01,Second Class,2024-12-13
1191,1341,2019-09-09,Standard Class,2024-12-13
1191,1556,2019-09-09,Standard Class,2024-12-13
1191,1571,2019-09-09,Standard Class,2024-12-13
140,952,2018-08-16,Standard Class,2024-12-13
3860,1267,2021-11-03,Standard Class,2024-12-13
3860,301,2021-11-03,Standard Class,2024-12-13
3860,1378,2021-11-03,Standard Class,2024-12-13
3860,1496,2021-11-03,Standard Class,2024-12-13
412,559,2018-06-09,First Class,2024-12-13
2566,646,2020-08-17,Second Class,2024-12-13
2566,1289,2020-08-17,Second Class,2024-12-13
4329,1226,2018-04-29,Standard Class,2024-12-13
4329,548,2018-04-29,Standard Class,2024-12-13
1319,374,2019-11-27,Standard Class,2024-12-13
4170,203,2021-10-17,First Class,2024-12-13
3120,1418,2021-12-05,First Class,2024-12-13
3120,1274,2021-12-05,First Class,2024-12-13
3120,1244,2021-12-05,First Class,2024-12-13
1274,1024,2019-12-11,Second Class,2024-12-13
1274,1751,2019-12-11,Second Class,2024-12-13
4371,716,2019-07-15,First Class,2024-12-13
475,1491,2018-05-17,Standard Class,2024-12-13
512,585,2018-01-12,Standard Class,2024-12-13
1200,2,2019-09-09,Standard Class,2024-12-13
1200,719,2019-09-09,Standard Class,2024-12-13
1200,28,2019-09-09,Standard Class,2024-12-13
1856,1448,2020-08-08,Standard Class,2024-12-13
1856,1010,2020-08-08,Standard Class,2024-12-13
1856,191,2020-08-08,Standard Class,2024-12-13
1856,975,2020-08-08,Standard Class,2024-12-13
4331,826,2018-03-26,Standard Class,2024-12-13
4331,749,2018-03-26,Standard Class,2024-12-13
3730,1441,2021-03-08,Standard Class,2024-12-13
3730,771,2021-03-08,Standard Class,2024-12-13
2157,1417,2020-11-29,Second Class,2024-12-13
2157,1497,2020-11-29,Second Class,2024-12-13
232,705,2018-05-03,Standard Class,2024-12-13
232,1326,2018-05-03,Standard Class,2024-12-13
232,631,2018-05-03,Standard Class,2024-12-13
232,957,2018-05-03,Standard Class,2024-12-13
875,1070,2019-11-28,Standard Class,2024-12-13
875,569,2019-11-28,Standard Class,2024-12-13
2084,1569,2020-11-16,Standard Class,2024-12-13
2084,1368,2020-11-16,Standard Class,2024-12-13
946,1117,2019-07-13,Standard Class,2024-12-13
946,703,2019-07-13,Standard Class,2024-12-13
4121,1274,2021-09-26,Standard Class,2024-12-13
4121,1591,2021-09-26,Standard Class,2024-12-13
4121,763,2021-09-26,Standard Class,2024-12-13
4121,1743,2021-09-26,Standard Class,2024-12-13
1518,1752,2019-02-19,Standard Class,2024-12-13
1518,1707,2019-02-19,Standard Class,2024-12-13
1518,1593,2019-02-19,Standard Class,2024-12-13
29,1256,2018-10-04,Standard Class,2024-12-13
246,77,2018-12-03,First Class,2024-12-13
246,489,2018-12-03,First Class,2024-12-13
69,1323,2018-12-13,Standard Class,2024-12-13
2336,611,2020-09-10,Standard Class,2024-12-13
4896,1373,2021-08-30,First Class,2024-12-13
4896,1704,2021-08-30,First Class,2024-12-13
4896,798,2021-08-30,First Class,2024-12-13
1713,247,2020-07-11,Standard Class,2024-12-13
2030,910,2020-08-10,Second Class,2024-12-13
2030,1153,2020-08-10,Second Class,2024-12-13
2468,298,2020-11-19,Standard Class,2024-12-13
3964,744,2021-09-26,Second Class,2024-12-13
3964,1449,2021-09-26,Second Class,2024-12-13
3964,1551,2021-09-26,Second Class,2024-12-13
4560,1768,2020-12-28,First Class,2024-12-13
4560,1155,2020-12-28,First Class,2024-12-13
4560,1504,2020-12-28,First Class,2024-12-13
2725,1864,2020-02-13,First Class,2024-12-13
2733,179,2020-10-29,Standard Class,2024-12-13
2733,1066,2020-10-29,Standard Class,2024-12-13
403,372,2018-06-11,Second Class,2024-12-13
4975,199,2021-11-26,Standard Class,2024-12-13
4975,145,2021-11-26,Standard Class,2024-12-13
1216,347,2019-09-18,Standard Class,2024-12-13
1647,956,2019-06-04,Same Day,2024-12-13
1647,628,2019-06-04,Same Day,2024-12-13
1131,972,2019-12-15,Second Class,2024-12-13
4263,409,2018-05-29,Standard Class,2024-12-13
4263,231,2018-05-29,Standard Class,2024-12-13
2782,464,2020-02-20,Standard Class,2024-12-13
2782,908,2020-02-20,Standard Class,2024-12-13
2782,131,2020-02-20,Standard Class,2024-12-13
2782,1080,2020-02-20,Standard Class,2024-12-13
2761,789,2020-12-28,Standard Class,2024-12-13
2761,205,2020-12-28,Standard Class,2024-12-13
2761,240,2020-12-28,Standard Class,2024-12-13
1837,1790,2020-02-11,Second Class,2024-12-13
4441,1018,2019-07-15,Second Class,2024-12-13
48,1801,2018-05-24,Standard Class,2024-12-13
3729,1715,2021-10-21,Same Day,2024-12-13
3729,344,2021-10-21,Same Day,2024-12-13
1213,69,2019-11-09,Standard Class,2024-12-13
4054,1630,2021-08-07,Standard Class,2024-12-13
4054,1235,2021-08-07,Standard Class,2024-12-13
504,570,2018-06-24,First Class,2024-12-13
3262,431,2021-02-21,Second Class,2024-12-13
220,950,2018-08-05,Standard Class,2024-12-13
220,161,2018-08-05,Standard Class,2024-12-13
220,398,2018-08-05,Standard Class,2024-12-13
2516,7,2020-10-20,First Class,2024-12-13
2516,832,2020-10-20,First Class,2024-12-13
2534,842,2020-11-03,Standard Class,2024-12-13
2534,626,2020-11-03,Standard Class,2024-12-13
1767,509,2020-12-05,Standard Class,2024-12-13
2420,634,2020-04-21,Same Day,2024-12-13
2420,1238,2020-04-21,Same Day,2024-12-13
3613,1481,2021-08-07,Standard Class,2024-12-13
3633,1412,2021-08-08,Second Class,2024-12-13
3653,886,2021-12-14,Second Class,2024-12-13
3653,724,2021-12-14,Second Class,2024-12-13
1672,1157,2019-03-19,Standard Class,2024-12-13
537,155,2018-12-15,Standard Class,2024-12-13
537,168,2018-12-15,Standard Class,2024-12-13
4826,1014,2021-10-02,First Class,2024-12-13
2515,1272,2020-11-26,Standard Class,2024-12-13
2887,424,2021-11-30,Standard Class,2024-12-13
4810,899,2021-11-17,First Class,2024-12-13
4490,1373,2019-08-20,Standard Class,2024-12-13
4490,6,2019-08-20,Standard Class,2024-12-13
2877,951,2021-10-14,First Class,2024-12-13
2877,358,2021-10-14,First Class,2024-12-13
2877,1267,2021-10-14,First Class,2024-12-13
3216,694,2021-11-04,Same Day,2024-12-13
3216,767,2021-11-04,Same Day,2024-12-13
3216,807,2021-11-04,Same Day,2024-12-13
3216,1377,2021-11-04,Same Day,2024-12-13
3607,402,2021-03-24,Standard Class,2024-12-13
629,534,2018-11-03,Same Day,2024-12-13
3483,777,2021-07-26,First Class,2024-12-13
3483,1187,2021-07-26,First Class,2024-12-13
574,783,2018-12-31,Standard Class,2024-12-13
2115,202,2020-09-06,Standard Class,2024-12-13
2115,1304,2020-09-06,Standard Class,2024-12-13
2115,1737,2020-09-06,Standard Class,2024-12-13
2115,631,2020-09-06,Standard Class,2024-12-13
2115,331,2020-09-06,Standard Class,2024-12-13
2115,701,2020-09-06,Standard Class,2024-12-13
3566,265,2021-02-14,First Class,2024-12-13
3018,1122,2021-11-02,Standard Class,2024-12-13
3018,682,2021-11-02,Standard Class,2024-12-13
3018,528,2021-11-02,Standard Class,2024-12-13
170,747,2018-07-14,Standard Class,2024-12-13
170,41,2018-07-14,Standard Class,2024-12-13
170,578,2018-07-14,Standard Class,2024-12-13
170,1173,2018-07-14,Standard Class,2024-12-13
3407,593,2021-05-26,Standard Class,2024-12-13
3407,597,2021-05-26,Standard Class,2024-12-13
2131,745,2020-11-14,Standard Class,2024-12-13
2131,1827,2020-11-14,Standard Class,2024-12-13
1778,684,2020-12-06,Standard Class,2024-12-13
3914,816,2021-03-08,Standard Class,2024-12-13
2855,1495,2021-09-25,Second Class,2024-12-13
2855,1155,2021-09-25,Second Class,2024-12-13
788,66,2018-02-15,Second Class,2024-12-13
788,1016,2018-02-15,Second Class,2024-12-13
788,839,2018-02-15,Second Class,2024-12-13
788,221,2018-02-15,Second Class,2024-12-13
788,836,2018-02-15,Second Class,2024-12-13
788,1382,2018-02-15,Second Class,2024-12-13
4156,1459,2021-11-14,Second Class,2024-12-13
3037,102,2021-09-02,Same Day,2024-12-13
1117,57,2019-10-13,Standard Class,2024-12-13
1117,420,2019-10-13,Standard Class,2024-12-13
4852,650,2021-12-01,Standard Class,2024-12-13
4852,889,2021-12-01,Standard Class,2024-12-13
315,214,2018-02-09,First Class,2024-12-13
1489,72,2019-09-25,Same Day,2024-12-13
1489,1198,2019-09-25,Same Day,2024-12-13
4731,779,2021-08-28,Standard Class,2024-12-13
4731,695,2021-08-28,Standard Class,2024-12-13
1708,154,2020-05-17,Standard Class,2024-12-13
1708,1753,2020-05-17,Standard Class,2024-12-13
3747,783,2021-09-06,Standard Class,2024-12-13
4270,502,2018-10-10,Same Day,2024-12-13
1905,1309,2020-05-29,Second Class,2024-12-13
1905,1498,2020-05-29,Second Class,2024-12-13
3259,1016,2021-12-05,Standard Class,2024-12-13
3259,715,2021-12-05,Standard Class,2024-12-13
3259,106,2021-12-05,Standard Class,2024-12-13
2755,25,2020-09-24,Standard Class,2024-12-13
4949,379,2021-09-15,Standard Class,2024-12-13
2646,1175,2021-01-04,Standard Class,2024-12-13
2853,983,2021-09-04,Second Class,2024-12-13
712,71,2018-11-23,Standard Class,2024-12-13
837,142,2019-11-24,First Class,2024-12-13
3877,768,2021-06-26,Standard Class,2024-12-13
3877,324,2021-06-26,Standard Class,2024-12-13
4990,119,2021-12-03,First Class,2024-12-13
155,1140,2018-04-26,Second Class,2024-12-13
733,554,2018-09-25,First Class,2024-12-13
733,846,2018-09-25,First Class,2024-12-13
3294,806,2021-03-02,Same Day,2024-12-13
4798,641,2021-11-21,Second Class,2024-12-13
4026,1176,2021-06-01,Standard Class,2024-12-13
4026,48,2021-06-01,Standard Class,2024-12-13
4485,1571,2019-04-22,Second Class,2024-12-13
4485,1815,2019-04-22,Second Class,2024-12-13
4485,580,2019-04-22,Second Class,2024-12-13
4485,787,2019-04-22,Second Class,2024-12-13
4485,52,2019-04-22,Second Class,2024-12-13
4485,1754,2019-04-22,Second Class,2024-12-13
4485,586,2019-04-22,Second Class,2024-12-13
4485,1246,2019-04-22,Second Class,2024-12-13
4485,656,2019-04-22,Second Class,2024-12-13
1300,543,2019-09-24,Standard Class,2024-12-13
354,603,2018-03-30,Standard Class,2024-12-13
354,579,2018-03-30,Standard Class,2024-12-13
354,1542,2018-03-30,Standard Class,2024-12-13
354,476,2018-03-30,Standard Class,2024-12-13
4513,697,2020-08-31,Standard Class,2024-12-13
3782,949,2021-03-12,Standard Class,2024-12-13
3782,491,2021-03-12,Standard Class,2024-12-13
963,1394,2019-11-11,Same Day,2024-12-13
963,424,2019-11-11,Same Day,2024-12-13
2668,1691,2020-04-09,Standard Class,2024-12-13
2668,1431,2020-04-09,Standard Class,2024-12-13
3309,1526,2021-02-26,Standard Class,2024-12-13
4766,1075,2021-07-25,Standard Class,2024-12-13
4766,97,2021-07-25,Standard Class,2024-12-13
4766,166,2021-07-25,Standard Class,2024-12-13
4538,225,2020-11-08,Standard Class,2024-12-13
4538,164,2020-11-08,Standard Class,2024-12-13
3241,1229,2021-09-29,Standard Class,2024-12-13
3241,118,2021-09-29,Standard Class,2024-12-13
3241,676,2021-09-29,Standard Class,2024-12-13
4862,290,2021-09-10,First Class,2024-12-13
4862,1759,2021-09-10,First Class,2024-12-13
4862,617,2021-09-10,First Class,2024-12-13
1642,470,2019-11-30,First Class,2024-12-13
4463,867,2019-11-18,Standard Class,2024-12-13
1816,1751,2020-10-03,Standard Class,2024-12-13
3366,433,2021-09-13,Second Class,2024-12-13
3366,917,2021-09-13,Second Class,2024-12-13
3016,13,2021-05-02,First Class,2024-12-13
3016,1008,2021-05-02,First Class,2024-12-13
3418,912,2021-09-20,Standard Class,2024-12-13
651,769,2018-10-22,Second Class,2024-12-13
651,795,2018-10-22,Second Class,2024-12-13
651,1215,2018-10-22,Second Class,2024-12-13
651,985,2018-10-22,Second Class,2024-12-13
651,1727,2018-10-22,Second Class,2024-12-13
2004,678,2020-03-18,Standard Class,2024-12-13
3003,327,2021-02-20,First Class,2024-12-13
3003,699,2021-02-20,First Class,2024-12-13
3003,1706,2021-02-20,First Class,2024-12-13
3003,320,2021-02-20,First Class,2024-12-13
3003,119,2021-02-20,First Class,2024-12-13
1936,150,2020-12-28,Standard Class,2024-12-13
1936,204,2020-12-28,Standard Class,2024-12-13
2620,848,2020-09-27,Standard Class,2024-12-13
2620,107,2020-09-27,Standard Class,2024-12-13
3779,118,2021-09-26,First Class,2024-12-13
3779,1158,2021-09-26,First Class,2024-12-13
929,1135,2019-12-05,Standard Class,2024-12-13
929,499,2019-12-05,Standard Class,2024-12-13
929,1129,2019-12-05,Standard Class,2024-12-13
2769,787,2020-01-28,Second Class,2024-12-13
2769,328,2020-01-28,Second Class,2024-12-13
2769,166,2020-01-28,Second Class,2024-12-13
2769,1417,2020-01-28,Second Class,2024-12-13
3040,826,2021-03-25,Standard Class,2024-12-13
3040,944,2021-03-25,Standard Class,2024-12-13
3040,222,2021-03-25,Standard Class,2024-12-13
3040,1360,2021-03-25,Standard Class,2024-12-13
4352,1138,2018-08-25,First Class,2024-12-13
109,797,2018-06-13,Standard Class,2024-12-13
109,1400,2018-06-13,Standard Class,2024-12-13
2550,1261,2020-04-09,First Class,2024-12-13
3073,55,2021-11-09,Second Class,2024-12-13
953,229,2019-05-31,First Class,2024-12-13
953,64,2019-05-31,First Class,2024-12-13
953,933,2019-05-31,First Class,2024-12-13
2868,1816,2021-05-11,Standard Class,2024-12-13
2471,1446,2020-06-09,Standard Class,2024-12-13
1139,1557,2019-12-19,Second Class,2024-12-13
2998,1563,2021-12-29,Standard Class,2024-12-13
3905,1332,2021-12-21,Standard Class,2024-12-13
1976,866,2020-05-15,Standard Class,2024-12-13
638,1101,2018-12-27,Second Class,2024-12-13
638,130,2018-12-27,Second Class,2024-12-13
638,1299,2018-12-27,Second Class,2024-12-13
638,534,2018-12-27,Second Class,2024-12-13
638,1425,2018-12-27,Second Class,2024-12-13
2812,1224,2021-08-16,Standard Class,2024-12-13
4064,320,2021-08-31,Standard Class,2024-12-13
4849,1028,2021-01-23,Standard Class,2024-12-13
4849,1149,2021-01-23,Standard Class,2024-12-13
4849,395,2021-01-23,Standard Class,2024-12-13
4849,864,2021-01-23,Standard Class,2024-12-13
1631,1406,2019-06-24,Standard Class,2024-12-13
4049,1858,2021-03-16,First Class,2024-12-13
1202,55,2019-10-25,Same Day,2024-12-13
317,1818,2018-09-23,First Class,2024-12-13
317,70,2018-09-23,First Class,2024-12-13
317,19,2018-09-23,First Class,2024-12-13
317,984,2018-09-23,First Class,2024-12-13
317,455,2018-09-23,First Class,2024-12-13
317,1806,2018-09-23,First Class,2024-12-13
1752,581,2020-11-15,Standard Class,2024-12-13
1673,867,2019-09-21,Standard Class,2024-12-13
701,195,2018-06-28,Standard Class,2024-12-13
1779,328,2020-08-17,Second Class,2024-12-13
1779,1299,2020-08-17,Second Class,2024-12-13
3629,941,2021-04-17,Standard Class,2024-12-13
623,1672,2018-03-17,First Class,2024-12-13
623,1093,2018-03-17,First Class,2024-12-13
4056,1549,2021-09-24,Second Class,2024-12-13
4056,314,2021-09-24,Second Class,2024-12-13
4773,639,2021-12-13,First Class,2024-12-13
4773,186,2021-12-13,First Class,2024-12-13
1833,1338,2020-03-14,Second Class,2024-12-13
1646,81,2019-01-29,First Class,2024-12-13
2199,804,2020-09-27,First Class,2024-12-13
1161,1840,2019-10-22,Standard Class,2024-12-13
1161,1091,2019-10-22,Standard Class,2024-12-13
1161,228,2019-10-22,Standard Class,2024-12-13
572,1090,2018-11-01,Standard Class,2024-12-13
572,1046,2018-11-01,Standard Class,2024-12-13
3863,471,2021-10-04,Second Class,2024-12-13
3863,416,2021-10-04,Second Class,2024-12-13
545,1703,2018-07-27,Standard Class,2024-12-13
545,1460,2018-07-27,Standard Class,2024-12-13
545,1852,2018-07-27,Standard Class,2024-12-13
545,1528,2018-07-27,Standard Class,2024-12-13
208,81,2018-09-17,Second Class,2024-12-13
2645,556,2020-09-20,Standard Class,2024-12-13
779,254,2018-12-01,Standard Class,2024-12-13
614,50,2018-05-16,Standard Class,2024-12-13
1659,1843,2019-09-01,Standard Class,2024-12-13
1659,374,2019-09-01,Standard Class,2024-12-13
962,1014,2019-06-19,Same Day,2024-12-13
1050,1529,2019-08-23,Standard Class,2024-12-13
1050,1143,2019-08-23,Standard Class,2024-12-13
1050,479,2019-08-23,Standard Class,2024-12-13
1050,1496,2019-08-23,Standard Class,2024-12-13
1595,792,2019-09-25,Same Day,2024-12-13
2978,1057,2021-05-31,Standard Class,2024-12-13
3330,1721,2021-08-05,Standard Class,2024-12-13
4317,1432,2018-10-17,Standard Class,2024-12-13
6,1108,2018-05-29,Standard Class,2024-12-13
754,450,2018-12-31,Second Class,2024-12-13
4114,572,2021-04-11,Standard Class,2024-12-13
4114,1709,2021-04-11,Standard Class,2024-12-13
857,1812,2019-03-02,First Class,2024-12-13
1679,1010,2019-06-03,Standard Class,2024-12-13
2612,1165,2020-09-28,Standard Class,2024-12-13
3541,267,2021-06-03,Standard Class,2024-12-13
4651,977,2020-09-23,Standard Class,2024-12-13
486,670,2018-09-13,Standard Class,2024-12-13
3719,1426,2021-06-07,Standard Class,2024-12-13
1182,430,2019-10-05,Standard Class,2024-12-13
1182,804,2019-10-05,Standard Class,2024-12-13
1182,1464,2019-10-05,Standard Class,2024-12-13
1182,1821,2019-10-05,Standard Class,2024-12-13
2339,1670,2020-06-19,Second Class,2024-12-13
3837,1537,2021-06-03,Standard Class,2024-12-13
3837,815,2021-06-03,Standard Class,2024-12-13
463,547,2018-10-14,Standard Class,2024-12-13
463,1787,2018-10-14,Standard Class,2024-12-13
27,1227,2018-11-22,Second Class,2024-12-13
11,1867,2018-10-24,Standard Class,2024-12-13
4772,77,2021-11-30,Second Class,2024-12-13
665,589,2018-03-03,First Class,2024-12-13
118,1008,2018-12-25,Standard Class,2024-12-13
2118,157,2020-11-23,Standard Class,2024-12-13
2870,749,2021-11-10,Second Class,2024-12-13
2870,357,2021-11-10,Second Class,2024-12-13
2870,1139,2021-11-10,Second Class,2024-12-13
2870,1254,2021-11-10,Second Class,2024-12-13
2870,1732,2021-11-10,Second Class,2024-12-13
2870,748,2021-11-10,Second Class,2024-12-13
2870,134,2021-11-10,Second Class,2024-12-13
2870,297,2021-11-10,Second Class,2024-12-13
817,956,2019-06-05,Second Class,2024-12-13
817,1088,2019-06-05,Second Class,2024-12-13
817,236,2019-06-05,Second Class,2024-12-13
817,824,2019-06-05,Second Class,2024-12-13
319,916,2018-09-14,Standard Class,2024-12-13
319,691,2018-09-14,Standard Class,2024-12-13
319,835,2018-09-14,Standard Class,2024-12-13
3812,1313,2021-11-12,Standard Class,2024-12-13
1573,1515,2019-06-24,Second Class,2024-12-13
270,632,2018-07-28,Standard Class,2024-12-13
2720,36,2020-12-04,Second Class,2024-12-13
2720,1244,2020-12-04,Second Class,2024-12-13
3415,340,2021-10-12,Same Day,2024-12-13
4841,921,2021-12-13,First Class,2024-12-13
1553,1751,2019-10-04,First Class,2024-12-13
4514,490,2020-08-11,Standard Class,2024-12-13
3044,832,2021-01-07,Standard Class,2024-12-13
3044,498,2021-01-07,Standard Class,2024-12-13
4068,667,2021-11-07,Same Day,2024-12-13
1772,323,2020-01-08,Standard Class,2024-12-13
1772,824,2020-01-08,Standard Class,2024-12-13
4575,1592,2020-05-16,Standard Class,2024-12-13
4575,422,2020-05-16,Standard Class,2024-12-13
3164,1184,2021-11-07,First Class,2024-12-13
3164,1063,2021-11-07,First Class,2024-12-13
3164,1233,2021-11-07,First Class,2024-12-13
2460,212,2020-05-30,Standard Class,2024-12-13
4473,189,2019-11-24,Standard Class,2024-12-13
1718,492,2020-04-29,Standard Class,2024-12-13
1718,576,2020-04-29,Standard Class,2024-12-13
1914,1840,2020-10-18,Standard Class,2024-12-13
1914,1149,2020-10-18,Standard Class,2024-12-13
585,566,2018-04-07,Second Class,2024-12-13
585,815,2018-04-07,Second Class,2024-12-13
585,628,2018-04-07,Second Class,2024-12-13
585,1331,2018-04-07,Second Class,2024-12-13
1774,555,2020-08-11,Standard Class,2024-12-13
377,737,2018-12-16,First Class,2024-12-13
3647,14,2021-06-03,Second Class,2024-12-13
2095,1555,2020-10-19,Standard Class,2024-12-13
3,1031,2018-03-18,Standard Class,2024-12-13
639,592,2018-02-24,Standard Class,2024-12-13
1111,1717,2019-08-26,Second Class,2024-12-13
1111,990,2019-08-26,Second Class,2024-12-13
1111,1391,2019-08-26,Second Class,2024-12-13
4742,392,2021-05-12,Second Class,2024-12-13
1717,1414,2020-02-09,Standard Class,2024-12-13
798,1797,2018-12-25,Standard Class,2024-12-13
798,1040,2018-12-25,Standard Class,2024-12-13
798,1307,2018-12-25,Standard Class,2024-12-13
3936,698,2021-12-06,First Class,2024-12-13
3936,254,2021-12-06,First Class,2024-12-13
3936,1692,2021-12-06,First Class,2024-12-13
3936,700,2021-12-06,First Class,2024-12-13
3936,727,2021-12-06,First Class,2024-12-13
2840,1373,2021-03-25,Same Day,2024-12-13
3045,1209,2021-07-12,Standard Class,2024-12-13
2864,1308,2021-10-31,Standard Class,2024-12-13
1960,58,2020-10-31,Standard Class,2024-12-13
1960,906,2020-10-31,Standard Class,2024-12-13
1960,1315,2020-10-31,Standard Class,2024-12-13
1960,761,2020-10-31,Standard Class,2024-12-13
3295,222,2021-06-14,Second Class,2024-12-13
2453,23,2020-09-27,First Class,2024-12-13
5007,1185,2021-09-09,First Class,2024-12-13
5007,1028,2021-09-09,First Class,2024-12-13
1276,127,2019-05-16,Second Class,2024-12-13
1264,1011,2019-08-10,Standard Class,2024-12-13
1264,682,2019-08-10,Standard Class,2024-12-13
